ds,unique_id,y,label,type,predicted_nii
2026-06-08,SWR_GPS_ALT,1549.9703397370006,Normal Baseline,Baseline Forecast,18.59950000000001
2026-06-08,SWR_GPS_TIMING_ERROR,1549.9983773980216,Normal Baseline,Baseline Forecast,18.59950000000001
2026-06-08,SWR_EM_832MHZ,-100.08271299231407,Normal Baseline,Baseline Forecast,18.59950000000001
2026-06-08,SWR_AVIATION_BOUNCE,0.049269182982780844,Normal Baseline,Baseline Forecast,18.59950000000001
2026-06-09,SWR_RAD_GAMMA,0.10244917454456029,Normal Baseline,Baseline Forecast,16.649499999999996
2026-06-09,SWR_MAG_FIELD,45.029800177248696,Normal Baseline,Baseline Forecast,16.649499999999996
2026-06-09,SWR_RAD_GAMMA_CPM,0.1496880439250601,Normal Baseline,Baseline Forecast,16.649499999999996
2026-06-09,SWR_THERMAL,-0.03277910613017214,Normal Baseline,Baseline Forecast,16.649499999999996
2026-06-09,SWR_EM_1_6GHZ,-100.06816054822376,Normal Baseline,Baseline Forecast,16.649499999999996
2026-06-09,SWR_EM_1_6GHZ_FREQ,-99.96212130678647,Normal Baseline,Baseline Forecast,16.649499999999996
2026-06-09,SWR_GPS_ALT,1549.9534479339384,Normal Baseline,Baseline Forecast,16.649499999999996
2026-06-09,SWR_GPS_TIMING_ERROR,1550.0295314791758,Normal Baseline,Baseline Forecast,16.649499999999996
2026-06-09,SWR_EM_832MHZ,-99.98742519845149,Normal Baseline,Baseline Forecast,16.649499999999996
2026-06-09,SWR_AVIATION_BOUNCE,0.058270850602414916,Normal Baseline,Baseline Forecast,16.649499999999996
2026-06-10,SWR_RAD_GAMMA,0.18543663728457865,Normal Baseline,Baseline Forecast,17.656499999999998
2026-06-10,SWR_MAG_FIELD,44.95831110849014,Normal Baseline,Baseline Forecast,17.656499999999998
2026-06-10,SWR_RAD_GAMMA_CPM,0.09835584629431965,Normal Baseline,Baseline Forecast,17.656499999999998
2026-06-10,SWR_THERMAL,-0.005290772684787781,Normal Baseline,Baseline Forecast,17.656499999999998
2026-06-10,SWR_EM_1_6GHZ,-100.05143521706053,Normal Baseline,Baseline Forecast,17.656499999999998
2026-06-10,SWR_EM_1_6GHZ_FREQ,-99.93211264882427,Normal Baseline,Baseline Forecast,17.656499999999998
2026-06-10,SWR_GPS_ALT,1549.9539696561285,Normal Baseline,Baseline Forecast,17.656499999999998
2026-06-10,SWR_GPS_TIMING_ERROR,1550.0222830672492,Normal Baseline,Baseline Forecast,17.656499999999998
2026-06-10,SWR_EM_832MHZ,-99.97018038955342,Normal Baseline,Baseline Forecast,17.656499999999998
2026-06-10,SWR_AVIATION_BOUNCE,-0.02793638803272276,Normal Baseline,Baseline Forecast,17.656499999999998
2026-06-11,SWR_RAD_GAMMA,0.08951695400126264,Normal Baseline,Baseline Forecast,16.587999999999997
2026-06-11,SWR_MAG_FIELD,45.022744634570365,Normal Baseline,Baseline Forecast,16.587999999999997
2026-06-11,SWR_RAD_GAMMA_CPM,0.13312791074162422,Normal Baseline,Baseline Forecast,16.587999999999997
2026-06-11,SWR_THERMAL,0.026876025733548012,Normal Baseline,Baseline Forecast,16.587999999999997
2026-06-11,SWR_EM_1_6GHZ,-99.9695667636991,Normal Baseline,Baseline Forecast,16.587999999999997
2026-06-11,SWR_EM_1_6GHZ_FREQ,-100.00543008459339,Normal Baseline,Baseline Forecast,16.587999999999997
2026-06-11,SWR_GPS_ALT,1550.0423138279498,Normal Baseline,Baseline Forecast,16.587999999999997
2026-06-11,SWR_GPS_TIMING_ERROR,1549.9446645033984,Normal Baseline,Baseline Forecast,16.587999999999997
2026-06-11,SWR_EM_832MHZ,-100.00513397401117,Normal Baseline,Baseline Forecast,16.587999999999997
2026-06-11,SWR_AVIATION_BOUNCE,0.006784022839798612,Normal Baseline,Baseline Forecast,16.587999999999997
2026-06-12,SWR_RAD_GAMMA,0.1629898191737136,Normal Baseline,Baseline Forecast,18.173
2026-06-12,SWR_MAG_FIELD,45.00706143350667,Normal Baseline,Baseline Forecast,18.173
2026-06-12,SWR_RAD_GAMMA_CPM,0.10424762699217946,Normal Baseline,Baseline Forecast,18.173
2026-06-12,SWR_THERMAL,0.057500527552244864,Normal Baseline,Baseline Forecast,18.173
2026-06-12,SWR_EM_1_6GHZ,-99.99606091653015,Normal Baseline,Baseline Forecast,18.173
2026-06-12,SWR_EM_1_6GHZ_FREQ,-99.94627425675294,Normal Baseline,Baseline Forecast,18.173
2026-06-12,SWR_GPS_ALT,1550.1411560271954,Normal Baseline,Baseline Forecast,18.173
2026-06-12,SWR_GPS_TIMING_ERROR,1550.0194916365253,Normal Baseline,Baseline Forecast,18.173
2026-06-12,SWR_EM_832MHZ,-100.03686609283349,Normal Baseline,Baseline Forecast,18.173
2026-06-12,SWR_AVIATION_BOUNCE,0.009223803841021453,Normal Baseline,Baseline Forecast,18.173
2026-06-13,SWR_RAD_GAMMA,0.12671661530257855,Normal Baseline,Baseline Forecast,16.340000000000003
2026-06-13,SWR_MAG_FIELD,44.969485388671366,Normal Baseline,Baseline Forecast,16.340000000000003
2026-06-13,SWR_RAD_GAMMA_CPM,0.15369075165868423,Normal Baseline,Baseline Forecast,16.340000000000003
2026-06-13,SWR_THERMAL,0.06824735851126305,Normal Baseline,Baseline Forecast,16.340000000000003
2026-06-13,SWR_EM_1_6GHZ,-100.02744847803976,Normal Baseline,Baseline Forecast,16.340000000000003
2026-06-13,SWR_EM_1_6GHZ_FREQ,-99.97630137106752,Normal Baseline,Baseline Forecast,16.340000000000003
2026-06-13,SWR_GPS_ALT,1549.9968744268224,Normal Baseline,Baseline Forecast,16.340000000000003
2026-06-13,SWR_GPS_TIMING_ERROR,1549.946560773333,Normal Baseline,Baseline Forecast,16.340000000000003
2026-06-13,SWR_EM_832MHZ,-99.9583677706817,Normal Baseline,Baseline Forecast,16.340000000000003
2026-06-13,SWR_AVIATION_BOUNCE,-0.009625622428857382,Normal Baseline,Baseline Forecast,16.340000000000003
2026-06-14,SWR_RAD_GAMMA,0.17938731494597354,Normal Baseline,Baseline Forecast,17.5965
2026-06-14,SWR_MAG_FIELD,44.929311442053375,Normal Baseline,Baseline Forecast,17.5965
2026-06-14,SWR_RAD_GAMMA_CPM,0.09376578601632447,Normal Baseline,Baseline Forecast,17.5965
2026-06-14,SWR_THERMAL,-0.040473097353695954,Normal Baseline,Baseline Forecast,17.5965
2026-06-14,SWR_EM_1_6GHZ,-99.99422536431841,Normal Baseline,Baseline Forecast,17.5965
2026-06-14,SWR_EM_1_6GHZ_FREQ,-99.99764583678936,Normal Baseline,Baseline Forecast,17.5965
2026-06-14,SWR_GPS_ALT,1550.0167767464116,Normal Baseline,Baseline Forecast,17.5965
2026-06-14,SWR_GPS_TIMING_ERROR,1550.0302359267462,Normal Baseline,Baseline Forecast,17.5965
2026-06-14,SWR_EM_832MHZ,-100.04259743257342,Normal Baseline,Baseline Forecast,17.5965
2026-06-14,SWR_AVIATION_BOUNCE,0.01910711601256379,Normal Baseline,Baseline Forecast,17.5965
2026-06-15,SWR_RAD_GAMMA,0.1951496069436771,Normal Baseline,Baseline Forecast,15.712000000000003
2026-06-15,SWR_MAG_FIELD,45.05497247675439,Normal Baseline,Baseline Forecast,15.712000000000003
2026-06-15,SWR_RAD_GAMMA_CPM,0.12285865899112491,Normal Baseline,Baseline Forecast,15.712000000000003
2026-06-15,SWR_THERMAL,0.015344749555731327,Normal Baseline,Baseline Forecast,15.712000000000003
2026-06-15,SWR_EM_1_6GHZ,-100.02578243975694,Normal Baseline,Baseline Forecast,15.712000000000003
2026-06-15,SWR_EM_1_6GHZ_FREQ,-100.04127281644418,Normal Baseline,Baseline Forecast,15.712000000000003
2026-06-15,SWR_GPS_ALT,1550.082023413033,Normal Baseline,Baseline Forecast,15.712000000000003
2026-06-15,SWR_GPS_TIMING_ERROR,1550.0168981222064,Normal Baseline,Baseline Forecast,15.712000000000003
2026-06-15,SWR_EM_832MHZ,-100.02514715255556,Normal Baseline,Baseline Forecast,15.712000000000003
2026-06-15,SWR_AVIATION_BOUNCE,0.005250631729666753,Normal Baseline,Baseline Forecast,15.712000000000003
2026-06-16,SWR_RAD_GAMMA,0.11177823817617202,Normal Baseline,Baseline Forecast,18.0975
2026-06-16,SWR_MAG_FIELD,44.92904786249032,Normal Baseline,Baseline Forecast,18.0975
2026-06-16,SWR_RAD_GAMMA_CPM,0.23116936673187238,Normal Baseline,Baseline Forecast,18.0975
2026-06-16,SWR_THERMAL,-0.10655066125211472,Normal Baseline,Baseline Forecast,18.0975
2026-06-16,SWR_EM_1_6GHZ,-100.01343182973926,Normal Baseline,Baseline Forecast,18.0975
2026-06-16,SWR_EM_1_6GHZ_FREQ,-99.9011917909232,Normal Baseline,Baseline Forecast,18.0975
2026-06-16,SWR_GPS_ALT,1550.006631417646,Normal Baseline,Baseline Forecast,18.0975
2026-06-16,SWR_GPS_TIMING_ERROR,1550.1026943039096,Normal Baseline,Baseline Forecast,18.0975
2026-06-16,SWR_EM_832MHZ,-100.01819205000847,Normal Baseline,Baseline Forecast,18.0975
2026-06-16,SWR_AVIATION_BOUNCE,-0.0574419366010239,Normal Baseline,Baseline Forecast,18.0975
2026-06-17,SWR_RAD_GAMMA,0.09931364149051558,Normal Baseline,Baseline Forecast,16.445499999999996
2026-06-17,SWR_MAG_FIELD,44.96427834013589,Normal Baseline,Baseline Forecast,16.445499999999996
2026-06-17,SWR_RAD_GAMMA_CPM,0.16136704938524535,Normal Baseline,Baseline Forecast,16.445499999999996
2026-06-17,SWR_THERMAL,-0.08615507097949213,Normal Baseline,Baseline Forecast,16.445499999999996
2026-06-17,SWR_EM_1_6GHZ,-99.88606200736561,Normal Baseline,Baseline Forecast,16.445499999999996
2026-06-17,SWR_EM_1_6GHZ_FREQ,-99.93459285754138,Normal Baseline,Baseline Forecast,16.445499999999996
2026-06-17,SWR_GPS_ALT,1550.085208901483,Normal Baseline,Baseline Forecast,16.445499999999996
2026-06-17,SWR_GPS_TIMING_ERROR,1550.022079817125,Normal Baseline,Baseline Forecast,16.445499999999996
2026-06-17,SWR_EM_832MHZ,-99.93143217093937,Normal Baseline,Baseline Forecast,16.445499999999996
2026-06-17,SWR_AVIATION_BOUNCE,-0.054105138185336,Normal Baseline,Baseline Forecast,16.445499999999996
2026-06-18,SWR_RAD_GAMMA,0.15797879666908526,Normal Baseline,Baseline Forecast,18.27
2026-06-18,SWR_MAG_FIELD,45.06765216860961,Normal Baseline,Baseline Forecast,18.27
2026-06-18,SWR_RAD_GAMMA_CPM,0.18742184839336135,Normal Baseline,Baseline Forecast,18.27
2026-06-18,SWR_THERMAL,0.03217786575033446,Normal Baseline,Baseline Forecast,18.27
2026-06-18,SWR_EM_1_6GHZ,-100.0216100080589,Normal Baseline,Baseline Forecast,18.27
2026-06-18,SWR_EM_1_6GHZ_FREQ,-100.03208983729738,Normal Baseline,Baseline Forecast,18.27
2026-06-18,SWR_GPS_ALT,1550.0144417476326,Normal Baseline,Baseline Forecast,18.27
2026-06-18,SWR_GPS_TIMING_ERROR,1550.0035927091567,Normal Baseline,Baseline Forecast,18.27
2026-06-18,SWR_EM_832MHZ,-99.96807115129019,Normal Baseline,Baseline Forecast,18.27
2026-06-18,SWR_AVIATION_BOUNCE,-0.07328849028861505,Normal Baseline,Baseline Forecast,18.27
2026-06-19,SWR_RAD_GAMMA,0.20184630162829142,Normal Baseline,Baseline Forecast,18.112500000000004
2026-06-19,SWR_MAG_FIELD,44.956734238093105,Normal Baseline,Baseline Forecast,18.112500000000004
2026-06-19,SWR_RAD_GAMMA_CPM,0.10911780759384143,Normal Baseline,Baseline Forecast,18.112500000000004
2026-06-19,SWR_THERMAL,0.009281888682494506,Normal Baseline,Baseline Forecast,18.112500000000004
2026-06-19,SWR_EM_1_6GHZ,-99.93729524714648,Normal Baseline,Baseline Forecast,18.112500000000004
2026-06-19,SWR_EM_1_6GHZ_FREQ,-100.04391046786883,Normal Baseline,Baseline Forecast,18.112500000000004
2026-06-19,SWR_GPS_ALT,1550.0680680819617,Normal Baseline,Baseline Forecast,18.112500000000004
2026-06-19,SWR_GPS_TIMING_ERROR,1550.0117541478435,Normal Baseline,Baseline Forecast,18.112500000000004
2026-06-19,SWR_EM_832MHZ,-99.99214455190696,Normal Baseline,Baseline Forecast,18.112500000000004
2026-06-19,SWR_AVIATION_BOUNCE,0.03457653367079951,Normal Baseline,Baseline Forecast,18.112500000000004
2026-06-20,SWR_RAD_GAMMA,0.15498446145327524,Normal Baseline,Baseline Forecast,16.350499999999997
2026-06-20,SWR_MAG_FIELD,45.05437621047734,Normal Baseline,Baseline Forecast,16.350499999999997
2026-06-20,SWR_RAD_GAMMA_CPM,0.23037903385242425,Normal Baseline,Baseline Forecast,16.350499999999997
2026-06-20,SWR_THERMAL,-0.025282158701674648,Normal Baseline,Baseline Forecast,16.350499999999997
2026-06-20,SWR_EM_1_6GHZ,-100.06974939941581,Normal Baseline,Baseline Forecast,16.350499999999997
2026-06-20,SWR_EM_1_6GHZ_FREQ,-100.0447275741699,Normal Baseline,Baseline Forecast,16.350499999999997
2026-06-20,SWR_GPS_ALT,1549.9216325213483,Normal Baseline,Baseline Forecast,16.350499999999997
2026-06-20,SWR_GPS_TIMING_ERROR,1549.9465667286947,Normal Baseline,Baseline Forecast,16.350499999999997
2026-06-20,SWR_EM_832MHZ,-99.9249234765513,Normal Baseline,Baseline Forecast,16.350499999999997
2026-06-20,SWR_AVIATION_BOUNCE,-0.04972091093064712,Normal Baseline,Baseline Forecast,16.350499999999997
2026-06-21,SWR_RAD_GAMMA,0.24066443993694442,Normal Baseline,Baseline Forecast,18.344
2026-06-21,SWR_MAG_FIELD,44.970901264777844,Normal Baseline,Baseline Forecast,18.344
2026-06-21,SWR_RAD_GAMMA_CPM,0.09637508030619257,Normal Baseline,Baseline Forecast,18.344
2026-06-21,SWR_THERMAL,-0.015947929942362788,Normal Baseline,Baseline Forecast,18.344
2026-06-21,SWR_EM_1_6GHZ,-99.9903703762889,Normal Baseline,Baseline Forecast,18.344
2026-06-21,SWR_EM_1_6GHZ_FREQ,-99.85640157519026,Normal Baseline,Baseline Forecast,18.344
2026-06-21,SWR_GPS_ALT,1550.077485970557,Normal Baseline,Baseline Forecast,18.344
2026-06-21,SWR_GPS_TIMING_ERROR,1550.0854099283288,Normal Baseline,Baseline Forecast,18.344
2026-06-21,SWR_EM_832MHZ,-100.00321495067718,Normal Baseline,Baseline Forecast,18.344
2026-06-21,SWR_AVIATION_BOUNCE,0.01797829997804108,Normal Baseline,Baseline Forecast,18.344
2026-06-22,SWR_RAD_GAMMA,0.1954271626688935,Normal Baseline,Baseline Forecast,17.012500000000003
2026-06-22,SWR_MAG_FIELD,44.909312454835835,Normal Baseline,Baseline Forecast,17.012500000000003
2026-06-22,SWR_RAD_GAMMA_CPM,0.21541900365502673,Normal Baseline,Baseline Forecast,17.012500000000003
2026-06-22,SWR_THERMAL,-0.0364374909455877,Normal Baseline,Baseline Forecast,17.012500000000003
2026-06-22,SWR_EM_1_6GHZ,-99.94339696158677,Normal Baseline,Baseline Forecast,17.012500000000003
2026-06-22,SWR_EM_1_6GHZ_FREQ,-100.05199134584397,Normal Baseline,Baseline Forecast,17.012500000000003
2026-06-22,SWR_GPS_ALT,1550.0575861385455,Normal Baseline,Baseline Forecast,17.012500000000003
2026-06-22,SWR_GPS_TIMING_ERROR,1549.9320413391288,Normal Baseline,Baseline Forecast,17.012500000000003
2026-06-22,SWR_EM_832MHZ,-99.98949901366281,Normal Baseline,Baseline Forecast,17.012500000000003
2026-06-22,SWR_AVIATION_BOUNCE,0.07511320395506384,Normal Baseline,Baseline Forecast,17.012500000000003
2026-06-23,SWR_RAD_GAMMA,0.1914362687801624,Normal Baseline,Baseline Forecast,17.636499999999998
2026-06-23,SWR_MAG_FIELD,44.98320470479547,Normal Baseline,Baseline Forecast,17.636499999999998
2026-06-23,SWR_RAD_GAMMA_CPM,0.13165272468891817,Normal Baseline,Baseline Forecast,17.636499999999998
2026-06-23,SWR_THERMAL,-0.01169455613003626,Normal Baseline,Baseline Forecast,17.636499999999998
2026-06-23,SWR_EM_1_6GHZ,-99.94931432298576,Normal Baseline,Baseline Forecast,17.636499999999998
2026-06-23,SWR_EM_1_6GHZ_FREQ,-99.98888109264561,Normal Baseline,Baseline Forecast,17.636499999999998
2026-06-23,SWR_GPS_ALT,1549.9643905031946,Normal Baseline,Baseline Forecast,17.636499999999998
2026-06-23,SWR_GPS_TIMING_ERROR,1549.9233292819492,Normal Baseline,Baseline Forecast,17.636499999999998
2026-06-23,SWR_EM_832MHZ,-99.92911322243243,Normal Baseline,Baseline Forecast,17.636499999999998
2026-06-23,SWR_AVIATION_BOUNCE,0.012120328804434654,Normal Baseline,Baseline Forecast,17.636499999999998
2026-06-24,SWR_RAD_GAMMA,0.11461709917368007,Normal Baseline,Baseline Forecast,16.169
2026-06-24,SWR_MAG_FIELD,44.99259760020199,Normal Baseline,Baseline Forecast,16.169
2026-06-24,SWR_RAD_GAMMA_CPM,0.0721958414114943,Normal Baseline,Baseline Forecast,16.169
2026-06-24,SWR_THERMAL,0.031228623910883352,Normal Baseline,Baseline Forecast,16.169
2026-06-24,SWR_EM_1_6GHZ,-99.93399177971766,Normal Baseline,Baseline Forecast,16.169
2026-06-24,SWR_EM_1_6GHZ_FREQ,-100.06362611822398,Normal Baseline,Baseline Forecast,16.169
2026-06-24,SWR_GPS_ALT,1549.9349786447892,Normal Baseline,Baseline Forecast,16.169
2026-06-24,SWR_GPS_TIMING_ERROR,1550.000151599184,Normal Baseline,Baseline Forecast,16.169
2026-06-24,SWR_EM_832MHZ,-99.98656980945267,Normal Baseline,Baseline Forecast,16.169
2026-06-24,SWR_AVIATION_BOUNCE,0.0967026244397472,Normal Baseline,Baseline Forecast,16.169
2026-06-25,SWR_RAD_GAMMA,0.1295760492020939,Normal Baseline,Baseline Forecast,19.259000000000007
2026-06-25,SWR_MAG_FIELD,45.01229789448839,Normal Baseline,Baseline Forecast,19.259000000000007
2026-06-25,SWR_RAD_GAMMA_CPM,0.16128188039113087,Normal Baseline,Baseline Forecast,19.259000000000007
2026-06-25,SWR_THERMAL,-0.10715928436824856,Normal Baseline,Baseline Forecast,19.259000000000007
2026-06-25,SWR_EM_1_6GHZ,-99.97616472700176,Normal Baseline,Baseline Forecast,19.259000000000007
2026-06-25,SWR_EM_1_6GHZ_FREQ,-99.95444016221597,Normal Baseline,Baseline Forecast,19.259000000000007
2026-06-25,SWR_GPS_ALT,1550.0593783606112,Normal Baseline,Baseline Forecast,19.259000000000007
2026-06-25,SWR_GPS_TIMING_ERROR,1549.9904945986718,Normal Baseline,Baseline Forecast,19.259000000000007
2026-06-25,SWR_EM_832MHZ,-100.0293943416014,Normal Baseline,Baseline Forecast,19.259000000000007
2026-06-25,SWR_AVIATION_BOUNCE,-0.0030360252667112515,Normal Baseline,Baseline Forecast,19.259000000000007
2026-06-26,SWR_RAD_GAMMA,631043.3940871027,Predicted Anomaly Window (NII: 19.70),Decadal-Triggered Anomaly,19.695000000000004
2026-06-26,SWR_MAG_FIELD,65.86746111312961,Predicted Anomaly Window (NII: 19.70),Decadal-Triggered Anomaly,19.695000000000004
2026-06-26,SWR_RAD_GAMMA_CPM,673.3354247528398,Predicted Anomaly Window (NII: 19.70),Decadal-Triggered Anomaly,19.695000000000004
2026-06-26,SWR_THERMAL,-4.343262078911545,Predicted Anomaly Window (NII: 19.70),Decadal-Triggered Anomaly,19.695000000000004
2026-06-26,SWR_EM_1_6GHZ,-33.202418467972,Predicted Anomaly Window (NII: 19.70),Decadal-Triggered Anomaly,19.695000000000004
2026-06-26,SWR_EM_1_6GHZ_FREQ,1792.8545354270707,Predicted Anomaly Window (NII: 19.70),Decadal-Triggered Anomaly,19.695000000000004
2026-06-26,SWR_GPS_ALT,-220.48098092706005,Predicted Anomaly Window (NII: 19.70),Decadal-Triggered Anomaly,19.695000000000004
2026-06-26,SWR_GPS_TIMING_ERROR,0.20279999004073354,Predicted Anomaly Window (NII: 19.70),Decadal-Triggered Anomaly,19.695000000000004
2026-06-26,SWR_EM_832MHZ,-20.497163711333894,Predicted Anomaly Window (NII: 19.70),Decadal-Triggered Anomaly,19.695000000000004
2026-06-26,SWR_AVIATION_BOUNCE,5937.172305495615,Predicted Anomaly Window (NII: 19.70),Decadal-Triggered Anomaly,19.695000000000004
2026-06-27,SWR_RAD_GAMMA,0.11946636485171264,Normal Baseline,Baseline Forecast,17.998000000000005
2026-06-27,SWR_MAG_FIELD,44.95754059786261,Normal Baseline,Baseline Forecast,17.998000000000005
2026-06-27,SWR_RAD_GAMMA_CPM,0.08695017949947946,Normal Baseline,Baseline Forecast,17.998000000000005
2026-06-27,SWR_THERMAL,0.004625514716562552,Normal Baseline,Baseline Forecast,17.998000000000005
2026-06-27,SWR_EM_1_6GHZ,-99.96515378308663,Normal Baseline,Baseline Forecast,17.998000000000005
2026-06-27,SWR_EM_1_6GHZ_FREQ,-99.93904905287131,Normal Baseline,Baseline Forecast,17.998000000000005
2026-06-27,SWR_GPS_ALT,1550.038428480853,Normal Baseline,Baseline Forecast,17.998000000000005
2026-06-27,SWR_GPS_TIMING_ERROR,1549.9333968192943,Normal Baseline,Baseline Forecast,17.998000000000005
2026-06-27,SWR_EM_832MHZ,-100.04838388452374,Normal Baseline,Baseline Forecast,17.998000000000005
2026-06-27,SWR_AVIATION_BOUNCE,-0.021582512577622795,Normal Baseline,Baseline Forecast,17.998000000000005
2026-06-28,SWR_RAD_GAMMA,0.11395664297495144,Normal Baseline,Baseline Forecast,18.197625
2026-06-28,SWR_MAG_FIELD,45.03815316607525,Normal Baseline,Baseline Forecast,18.197625
2026-06-28,SWR_RAD_GAMMA_CPM,0.19190091197889003,Normal Baseline,Baseline Forecast,18.197625
2026-06-28,SWR_THERMAL,0.016300287983116127,Normal Baseline,Baseline Forecast,18.197625
2026-06-28,SWR_EM_1_6GHZ,-100.0426126244653,Normal Baseline,Baseline Forecast,18.197625
2026-06-28,SWR_EM_1_6GHZ_FREQ,-99.96139324613273,Normal Baseline,Baseline Forecast,18.197625
2026-06-28,SWR_GPS_ALT,1549.9222155831617,Normal Baseline,Baseline Forecast,18.197625
2026-06-28,SWR_GPS_TIMING_ERROR,1549.9286425057978,Normal Baseline,Baseline Forecast,18.197625
2026-06-28,SWR_EM_832MHZ,-99.9627233247873,Normal Baseline,Baseline Forecast,18.197625
2026-06-28,SWR_AVIATION_BOUNCE,0.014605412322224101,Normal Baseline,Baseline Forecast,18.197625
2026-06-29,SWR_RAD_GAMMA,0.10970711564624613,Normal Baseline,Baseline Forecast,17.835500000000003
2026-06-29,SWR_MAG_FIELD,44.97907871760473,Normal Baseline,Baseline Forecast,17.835500000000003
2026-06-29,SWR_RAD_GAMMA_CPM,0.13241561030785057,Normal Baseline,Baseline Forecast,17.835500000000003
2026-06-29,SWR_THERMAL,0.05740400121254209,Normal Baseline,Baseline Forecast,17.835500000000003
2026-06-29,SWR_EM_1_6GHZ,-100.05482645482417,Normal Baseline,Baseline Forecast,17.835500000000003
2026-06-29,SWR_EM_1_6GHZ_FREQ,-100.01757710223058,Normal Baseline,Baseline Forecast,17.835500000000003
2026-06-29,SWR_GPS_ALT,1550.0141122454982,Normal Baseline,Baseline Forecast,17.835500000000003
2026-06-29,SWR_GPS_TIMING_ERROR,1549.955702410262,Normal Baseline,Baseline Forecast,17.835500000000003
2026-06-29,SWR_EM_832MHZ,-100.08116686998245,Normal Baseline,Baseline Forecast,17.835500000000003
2026-06-29,SWR_AVIATION_BOUNCE,-0.06347933557907007,Normal Baseline,Baseline Forecast,17.835500000000003
2026-06-30,SWR_RAD_GAMMA,0.20232120029352546,Normal Baseline,Baseline Forecast,17.991999999999997
2026-06-30,SWR_MAG_FIELD,45.01609877446527,Normal Baseline,Baseline Forecast,17.991999999999997
2026-06-30,SWR_RAD_GAMMA_CPM,0.09066058537166069,Normal Baseline,Baseline Forecast,17.991999999999997
2026-06-30,SWR_THERMAL,0.004379085711168878,Normal Baseline,Baseline Forecast,17.991999999999997
2026-06-30,SWR_EM_1_6GHZ,-100.03933200439738,Normal Baseline,Baseline Forecast,17.991999999999997
2026-06-30,SWR_EM_1_6GHZ_FREQ,-100.00599378293867,Normal Baseline,Baseline Forecast,17.991999999999997
2026-06-30,SWR_GPS_ALT,1550.0010888158777,Normal Baseline,Baseline Forecast,17.991999999999997
2026-06-30,SWR_GPS_TIMING_ERROR,1549.9505840372392,Normal Baseline,Baseline Forecast,17.991999999999997
2026-06-30,SWR_EM_832MHZ,-99.99895427061354,Normal Baseline,Baseline Forecast,17.991999999999997
2026-06-30,SWR_AVIATION_BOUNCE,0.054241141787116864,Normal Baseline,Baseline Forecast,17.991999999999997
2026-07-01,SWR_RAD_GAMMA,0.11926320805712454,Normal Baseline,Baseline Forecast,18.3135
